,nodes,building,geometry,addr:housenumber,addr:street,building:levels,id,start_date,addr:postcode,building:material,source,addr:city,name,addr:place,roof:shape,roof:material,building:colour,height,roof:height,wheelchair,level,roof:colour,building:facade:material,loc_name,addr:suburb,building:year_built,postal_code,addr:flats,building:parts,construction,members,type,amenity,ref,opening_hours,capacity:bed,emergency,health_specialty:emergency_medicine,provided_for:adult,healthcare,healthcare:speciality,lon,lat
149,"[413217134, 413217136, 413217137, 413217139, 1197117113, 413217141, 413217143, 413217144, 413217146, 413217148, 413217150, 1197117362, 413217134]",apartments,POINT (73.29005159382508 55.00493402751918),1,улица Крупской,9,35223069,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29005159382508,55.00493402751918
150,"[413217152, 5370140880, 5370140879, 5370140878, 413217153, 413217155, 413217156, 5370140877, 413217157, 413217158, 413217152]",apartments,POINT (73.29185684424736 55.00463362751699),3,улица Крупской,9,35223070,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29185684424736,55.004633627516995
151,"[413217159, 413217161, 413217163, 413217165, 413217167, 413217168, 413217159]",apartments,POINT (73.2931131211073 55.00562624514851),6,улица Крупской,9,35223071,,644119,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2931131211073,55.005626245148505
152,"[413217194, 1081920624, 1877264875, 413217198, 413217199, 413217200, 413217202, 413217204, 413217194]",apartments,POINT (73.29619719187203 55.00262292942543),7/1,улица Крупской,9,35223074,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29619719187203,55.00262292942543
153,"[413217206, 413217208, 413217210, 413217212, 413217213, 413217215, 413217217, 413217219, 413217206]",apartments,POINT (73.28884597999036 55.00549569664909),29,улица Лукашевича,12,35223075,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28884597999036,55.00549569664909
154,"[413217239, 413217236, 413217237, 413217238, 413217239]",apartments,POINT (73.28823730208444 55.0039785888506),27А,улица Лукашевича,9,35223077,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28823730208444,55.0039785888506
155,"[413217239, 413217240, 413217242, 413217243, 413217239]",apartments,POINT (73.28723574999999 55.00368955),27А,улица Лукашевича,9,35223078,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28723575,55.00368955
156,"[413217245, 4491620519, 4491620520, 4491620521, 4491620522, 413217247, 413217249, 413217251, 5513018570, 5513018571, 413217253, 413217255, 413217245]",apartments,POINT (73.29335247540997 55.00393797683328),5,улица Крупской,9,35223079,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29335247540997,55.00393797683328
157,"[413217257, 4491620518, 4491620517, 413217259, 413217260, 413217262, 413217264, 413217266, 413217257]",apartments,POINT (73.29503608941916 55.00312941095305),7,улица Крупской,9,35223080,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29503608941916,55.00312941095305
158,"[413217267, 413217269, 5512980327, 5512980326, 413217271, 413217273, 413217275, 5512980330, 5512980329, 5512980328, 413217276, 413217278, 5512980331, 5512980332, 5512980333, 5512980334, 413217280, 413217267]",apartments,POINT (73.29500420294802 55.00194902758365),9/1,улица Крупской,9,35223081,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29500420294802,55.00194902758365
159,"[413217281, 1081918747, 413217282, 413217283, 1081918338, 413217284, 4855598324, 4855598323, 4855598322, 4855598321, 413217281]",apartments,POINT (73.29389193898085 55.00089496030694),9/2,улица Крупской,10,35223082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29389193898085,55.00089496030694
160,"[413217287, 413217295, 413217293, 413217285, 413217287]",apartments,POINT (73.29286426835945 54.99973730014934),10/2,Зелёный бульвар,9,35223083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29286426835945,54.99973730014934
161,"[413217287, 413217288, 413217290, 413217292, 413217287]",apartments,POINT (73.29195409954183 54.99967585149018),10/1,Зелёный бульвар,9,35223084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29195409954183,54.99967585149018
162,"[413217297, 413217305, 413217306, 413217307, 413217297]",apartments,POINT (73.29203820000001 55.00031409999999),10,Зелёный бульвар,9,35223085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29203820000001,55.00031409999999
163,"[413217308, 4491620500, 4491620499, 4491620498, 4491620497, 413217309, 413217310, 413217311, 413217308]",apartments,POINT (73.29306670675119 55.00336300156494),10,Заречный бульвар,9,35223086,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29306670675119,55.003363001564935
164,"[413217321, 413217318, 6207310388, 6207310389, 413217319, 413217316, 413217317, 6207310390, 6207310391, 413217320, 6207310392, 6207310393, 413217325, 6207310394, 413217322, 413217323, 413217324, 413217321]",apartments,POINT (73.29001256604683 55.00165659790866),6,Зелёный бульвар,9,35223088,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29001256604683,55.001656597908664
165,"[413217328, 413217332, 413217326, 4544750756, 4544750757, 413217327, 413217328]",apartments,POINT (73.29029083663245 54.99963635252085),9А,Зелёный бульвар,9,35223089,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29029083663245,54.999636352520845
166,"[413217333, 413217334, 413217335, 413217336, 3524833142, 413217337, 413217338, 413217339, 413217340, 3524833143, 413217333]",apartments,POINT (73.2893429955657 54.99956177401184),7,Зелёный бульвар,9,35223090,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2893429955657,54.99956177401184
167,"[413217328, 413217329, 413217330, 413217331, 3524833134, 3524833137, 3524833140, 3524833141, 413217328]",apartments,POINT (73.29015119685036 54.99909454011018),9А,Зелёный бульвар,9,35223091,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29015119685036,54.99909454011018
168,"[413217341, 3524833138, 3524833135, 3524833133, 413217342, 413217343, 413217344, 413217341]",apartments,POINT (73.28907792678261 54.99889030271039),2Б,Заречный бульвар,9,35223092,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28907792678261,54.998890302710386
169,"[413217345, 413217346, 413217347, 1081919879, 413217348, 413217349, 1081921267, 413217350, 413217351, 413217352, 413217345]",apartments,POINT (73.28955082487033 54.99802907295015),10/3,улица Степанца,14,35223093,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28955082487033,54.998029072950146
170,"[413217362, 413217363, 526971209, 413217365, 413217366, 413217367, 3756787250, 3756787246, 413217364, 3756787247, 3756787251, 3756787252, 3756787253, 3756787254, 413217361, 413217362]",apartments,POINT (73.28382829550486 55.00089715883644),23А,улица Лукашевича,9,35223095,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28382829550486,55.00089715883644
171,"[413217391, 3756787231, 3756787227, 3756787225, 3756777720, 3756777718, 3756777714, 413217392, 413217393, 413217394, 413217391]",apartments,POINT (73.28402626424386 54.99932371420624),12,улица Степанца,9,35223099,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28402626424386,54.99932371420624
172,"[413217395, 413217396, 413217397, 5217776438, 413217398, 413217399, 413217400, 413217401, 5217776439, 413217402, 413217395]",apartments,POINT (73.28549979464439 54.99949812011823),12/2,улица Степанца,9,35223100,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2854997946444,54.999498120118226
173,"[1317036358, 1317036132, 1317035845, 413217409, 413217410, 5217776483, 413217403, 413217404, 413217405, 413217406, 5217776482, 413217407, 1317036358]",apartments,POINT (73.28679059716367 54.99931078020091),2,Заречный бульвар,9,35223101,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28679059716367,54.999310780200915
174,"[526971210, 413217417, 413217411, 5217776484, 5217776485, 413217412, 413217413, 413217414, 413217415, 413217416, 3524833124, 3524833129, 3524833132, 3524833136, 3524833139, 526971210]",apartments,POINT (73.28766981867886 54.99889959586198),2А,Заречный бульвар,9,35223102,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28766981867886,54.99889959586198
175,"[413217418, 5217776486, 413217419, 413217420, 5217776487, 413217421, 413217422, 5217776488, 413217423, 413217424, 5217776489, 413217425, 413217426, 413217427, 413217428, 413217429, 413217430, 413217431, 413217432, 413217433, 413217418]",apartments,POINT (73.28616953408414 54.99842631490994),10,улица Степанца,9,35223103,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28616953408414,54.99842631490994
176,"[413217434, 413217435, 413217436, 413217437, 1673386683, 413217438, 413217439, 413217440, 413217441, 413217434]",apartments,POINT (73.28506097659708 55.00267887117595),25,улица Лукашевича,12,35223104,,644119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28506097659708,55.002678871175945
177,"[413217442, 2683373487, 2683373482, 2683373477, 2683373473, 2683373468, 2683373464, 413217443, 413217444, 413217445, 413217442]",apartments,POINT (73.28072392721678 54.99694865352907),1,проспект Комарова,9,35223105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28072392721678,54.996948653529074
178,"[413217446, 413217447, 413217448, 413217449, 413217450, 413217451, 413217452, 1634956808, 413217454, 413217455, 413217456, 413217457, 413217446]",apartments,POINT (73.27875744154488 54.99743927488215),21/1,улица Лукашевича,16,35223106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27875744154488,54.997439274882154
179,"[413217473, 2683373459, 2683373454, 2683373449, 2683373445, 2683373440, 2683373435, 413217471, 413217472, 413217470, 413217473]",apartments,POINT (73.28258513424385 54.99587883341176),3,проспект Комарова,9,35223110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28258513424385,54.99587883341176
180,"[413217477, 2683373431, 2683373425, 2683373421, 2683373416, 2683373411, 2683373408, 413217474, 413217475, 413217476, 413217477]",apartments,POINT (73.28470273235506 54.99497308826896),5,проспект Комарова,9,35223111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28470273235506,54.99497308826896
181,"[413217479, 4112081311, 4112081309, 4112081307, 4112081305, 4112081303, 4112081301, 4112081300, 4112081297, 413217480, 413217478, 413217481, 413217479]",apartments,POINT (73.28393812224112 54.99452623344001),3А,улица Путилова,5,35223112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28393812224112,54.99452623344001
182,"[413217483, 3913980588, 3913980586, 3913980582, 3913980581, 3913980580, 3913980577, 3913980570, 3913980564, 413217484, 413217485, 413217482, 413217483]",apartments,POINT (73.28231739682707 54.99335164175253),3В,улица Путилова,5,35223113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28231739682707,54.993351641752525
183,"[1013022961, 1013022991, 1013023064, 1013023062, 413217487, 413217488, 4611074504, 4611074505, 4611074506, 4611074507, 413217489, 413217486, 1013022961]",apartments,POINT (73.2789272190939 54.9968282614234),21/2,улица Лукашевича,12,35223114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2789272190939,54.996828261423396
184,"[413217490, 3913994257, 3913993655, 3913993651, 413217491, 413217492, 413217493, 413217490]",apartments,POINT (73.29658910494199 54.9921122996368),6В,улица Степанца,10,35223115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29658910494199,54.9921122996368
185,"[413217494, 4049957649, 4049957648, 4049957647, 4049957646, 413217495, 413217496, 413217497, 413217494]",apartments,POINT (73.29545132816891 54.99252596550763),6,улица Степанца,9,35223116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29545132816891,54.99252596550763
186,"[413217498, 413217499, 413217500, 4049957656, 4049957655, 4049957654, 4049957653, 4049957652, 4049957651, 413217501, 413217498]",apartments,POINT (73.29574220596913 54.99346373502437),1,Взлётная улица,9,35223117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29574220596913,54.99346373502437
187,"[413217504, 5036895835, 3913993620, 3913993628, 413217502, 413217503, 413217505, 5405621063, 413217509, 413217507, 413217506, 4923793247, 413217508, 5036895833, 5036895834, 413217504]",apartments,POINT (73.29985416332406 54.99086345528312),8Б,улица Степанца,10,35223118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29985416332406,54.99086345528312
188,"[413217510, 3913993643, 3913993638, 3913993634, 3913993631, 3913993627, 3913993621, 413217511, 413217512, 413217513, 413217510]",apartments,POINT (73.29816117345716 54.99133453597073),8,улица Степанца,9,35223119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29816117345716,54.99133453597073
189,"[413217514, 3913993652, 3913993649, 3913993645, 3913993642, 3913993637, 413217515, 413217516, 413217517, 413217514]",apartments,POINT (73.29949048919256 54.99179974229396),8А,улица Степанца,9,35223121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29949048919256,54.991799742293956
190,"[413217518, 3913994261, 3913994260, 3913994259, 3913994258, 3913993656, 3913993653, 413217519, 413217520, 413217521, 413217518]",apartments,POINT (73.2984554060809 54.99242499143885),6А,улица Степанца,5,35223122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2984554060809,54.99242499143885
191,"[413217525, 413217522, 413217524, 413217523, 413217525]",apartments,POINT (73.29887549999998 54.99334749999999),3Б,Взлётная улица,9,35223123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29887549999998,54.99334749999999
192,"[413217526, 5019250475, 5019250476, 5019250477, 5019250478, 5019250479, 5019250480, 413217528, 413217529, 413217527, 413217526]",apartments,POINT (73.3004683937648 54.99376188990896),1Б,улица Туполева,5,35223124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3004683937648,54.99376188990896
193,"[589891353, 4489906128, 4489906129, 4489906130, 4489906131, 4489906132, 4489906133, 413217532, 413217533, 413217531, 589891353]",apartments,POINT (73.3016153853246 54.99452369081069),3Б,улица Туполева,5,35223125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3016153853246,54.99452369081069
194,"[413217534, 4489906158, 4489906157, 4489906156, 4489906155, 4489906154, 4489906153, 4489906152, 4489906151, 413217535, 413217536, 413217537, 413217534]",apartments,POINT (73.30386119737237 54.99341062243627),3,улица Туполева,9,35223126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30386119737237,54.99341062243627
195,"[413217538, 4489906149, 4489906150, 413217539, 413217535, 413217540, 413217538]",apartments,POINT (73.30454103539815 54.99427074062921),3/1,улица Туполева,9,35223127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30454103539815,54.99427074062921
196,"[413217541, 4489906148, 4489906147, 4489906146, 4489906145, 4489906144, 4489906143, 413217542, 413217543, 413217544, 413217541]",apartments,POINT (73.30234608699512 54.99381720647804),3А,улица Туполева,5,35223128,,644112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30234608699512,54.99381720647804
197,"[413217545, 5019250473, 5019250472, 5019250471, 5019250470, 5019250469, 413217546, 413217547, 413217548, 413217545]",apartments,POINT (73.30186223374771 54.99335393635155),1А,улица Туполева,9,35223129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30186223374771,54.993353936351554
198,"[413217549, 4489906162, 4489906161, 4489906160, 4489906159, 413217550, 413217552, 413217551, 413217549]",apartments,POINT (73.30328513723288 54.99466751900185),3В,улица Туполева,9,35223130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30328513723288,54.99466751900185
199,"[413217569, 4491620542, 413217570, 413217571, 4491620543, 413217572, 413217573, 4491620544, 413217574, 413217575, 4491620545, 413217576, 413217577, 413217578, 413217579, 413217580, 413217581, 413217582, 413217583, 413217584, 413217569]",apartments,POINT (73.30339444627924 54.99548633600588),5Б,улица Туполева,9,35223133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30339444627924,54.995486336005875
200,"[413217585, 413217586, 413217587, 4233612353, 413217588, 1919623686, 413217590, 413217591, 4233612362, 1919623689, 413217585]",apartments,POINT (73.30203224217757 54.99552410815217),7Б,Взлётная улица,9,35223134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30203224217757,54.99552410815217
201,"[413217596, 4489906168, 413217604, 413217603, 4489906169, 413217594, 413217606, 4489906170, 413217605, 413217600, 4489906171, 413217607, 413217593, 413217598, 413217601, 413217597, 413217608, 413217595, 413217599, 413217602, 413217596]",apartments,POINT (73.30088502965906 54.99590929140094),7А,Взлётная улица,9,35223135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30088502965906,54.99590929140094
202,"[413217609, 4233612356, 4233612344, 4233612338, 4233612331, 413217610, 413217611, 413217612, 413217609]",apartments,POINT (73.30023899207926 54.99525943137709),5А,Взлётная улица,9,35223136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30023899207926,54.995259431377086
203,"[413217613, 413217614, 413217615, 4233612375, 413217616, 413217617, 413217618, 413217619, 4233612381, 413217620, 413217613]",apartments,POINT (73.2994199516794 54.99599857358863),7,Взлётная улица,9,35223137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2994199516794,54.99599857358863
204,"[413217622, 413217621, 413217624, 413217623, 413217622]",apartments,POINT (73.29858729312706 54.99416041515375),3А,Взлётная улица,9,35223138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29858729312706,54.99416041515375
205,"[413217628, 2807879247, 2807879246, 2807879243, 2807879241, 413217626, 413217627, 413217625, 413217628]",apartments,POINT (73.29740791770078 54.99337227412966),1А,Взлётная улица,9,35223139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29740791770078,54.99337227412966
206,"[413217630, 413217631, 413217632, 413217629, 413217630]",apartments,POINT (73.2982166 54.99509874999999),5,Взлётная улица,9,35223140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2982166,54.99509874999999
207,"[413217633, 413217634, 413217635, 413217636, 413217633]",apartments,POINT (73.29716595000001 54.99424135),3,Взлётная улица,9,35223141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29716595000001,54.99424135
208,"[413217653, 4233612367, 4233612372, 4233612382, 413217654, 413217655, 413217656, 413217653]",apartments,POINT (73.29638158531442 54.99587009999487),4,Взлётная улица,5,35223143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.29638158531442,54.99587009999487
209,"[413217676, 413217673, 413217674, 413217675, 4112081313, 4112081310, 4112081308, 4112081304, 4112081302, 4112081299, 4112081296, 4112081294, 4112081293, 4112081290, 413217676]",apartments,POINT (73.28219357836669 54.99447860844487),3,улица Путилова,5,35223146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28219357836669,54.99447860844487
210,"[413217681, 4774004120, 4774004119, 4774004118, 4774004117, 4774004116, 4774004115, 4774004114, 4774004113, 4774004112, 4774004111, 413217682, 413217683, 413217684, 413217681]",apartments,POINT (73.27747151006932 54.99573141981279),19,улица Лукашевича,5,35223148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27747151006932,54.99573141981279
211,"[413217685, 4773132666, 4773132667, 4773132668, 4773132669, 4773132670, 4773132671, 413217686, 413217687, 413217688, 413217685]",apartments,POINT (73.27893342295684 54.99553377920569),19А,улица Лукашевича,5,35223149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27893342295684,54.995533779205694
212,"[413217689, 413217692, 413217691, 413217690, 4611074503, 4611074502, 4611074501, 413217689]",apartments,POINT (73.27742999234407 54.99660204309974),21,улица Лукашевича,12,35223150,,644092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27742999234407,54.99660204309974
213,"[413217693, 413217694, 4112081289, 4112078785, 4112078783, 4112078781, 4112078778, 4112078777, 413217695, 413217696, 413217693]",apartments,POINT (73.28423076946001 54.99369830042848),3Б,улица Путилова,5,35223151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28423076946001,54.993698300428484
214,"[413446767, 4006900388, 4006900384, 4006900383, 4006900382, 4006900381, 4006900380, 4006900379, 4006900378, 413446768, 413446769, 413446770, 413446767]",apartments,POINT (73.28071991105588 54.99232277442197),7А,улица Путилова,5,35270768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28071991105588,54.99232277442197
215,"[413446771, 4006900341, 4006900346, 4006900353, 4006900356, 413446772, 413446773, 639637715, 413446774, 413446771]",apartments,POINT (73.28182479258746 54.99101091066706),6,улица Перелёта,9,35270769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28182479258746,54.99101091066706
216,"[413446775, 413446776, 413446777, 413446778, 4006900317, 4006900324, 4006900328, 4006900336, 413446775]",apartments,POINT (73.28044241102187 54.99025150491913),4,улица Перелёта,9,35270770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28044241102187,54.99025150491913
217,"[413446779, 413446780, 639637653, 413446781, 413446782, 4006900295, 4006900298, 4006900301, 4006900304, 4006900309, 413446779]",apartments,POINT (73.27922083486807 54.98925126930259),2,улица Перелёта,9,35270771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27922083486807,54.989251269302585
218,"[413446783, 4006900342, 4006900343, 4006900347, 4006900352, 4006900354, 4006900359, 4006900361, 4006900364, 4006900367, 4006900371, 413446784, 413446785, 413446786, 413446783]",apartments,POINT (73.28041469980819 54.99123382979603),7Б,улица Путилова,5,35270773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.28041469980819,54.99123382979603
219,"[413446791, 413446792, 413446793, 413446794, 2919840910, 2919840915, 2919840916, 2919840918, 413446791]",apartments,POINT (73.2799709118493 54.99339248645725),8,улица Путилова,5,35270775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2799709118493,54.99339248645725
220,"[413446796, 4006900305, 4006900307, 4006900310, 4006900312, 4006900316, 4006900320, 4006900323, 4006900326, 4006900330, 4006900334, 413446798, 413446795, 413446797, 413446796]",apartments,POINT (73.27854206277357 54.9899779867182),11А,улица Путилова,5,35270776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27854206277357,54.9899779867182
221,"[413446800, 4010527091, 4010527093, 4010527094, 4010527098, 4010527101, 4010527103, 4010527105, 4010527108, 4010527114, 4010527126, 413446799, 413446801, 413446802, 413446800]",apartments,POINT (73.27476987279844 54.99170968546009),11Б,улица Лукашевича,5,35270777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27476987279844,54.99170968546009
222,"[413446803, 2919840914, 2919840913, 2919840912, 2919840911, 2919840909, 2919840908, 413446804, 413446805, 413446806, 413446803]",apartments,POINT (73.27856965027499 54.99322753609734),6,улица Путилова,5,35270778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27856965027499,54.993227536097336
223,"[413446807, 2919840922, 2919840920, 2919840919, 2919840917, 413446808, 413446809, 413446810, 413446807]",apartments,POINT (73.27902038359062 54.99367119810643),10,улица Путилова,5,35270779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27902038359062,54.99367119810643
224,"[413446811, 2919840926, 2919840924, 2919840923, 2919840921, 413446813, 413446812, 413446814, 413446811]",apartments,POINT (73.27937545838491 54.99389956645219),12,улица Путилова,5,35270780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2793754583849,54.993899566452185
225,"[413446815, 4006900340, 4006900339, 4006900337, 4006900335, 4006900331, 4006900327, 413446816, 413446817, 413446818, 413446815]",apartments,POINT (73.27784182593953 54.99051933054426),11,улица Путилова,5,35270781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27784182593953,54.99051933054426
226,"[413446825, 698620491, 413446826, 4774004073, 4774004071, 4774004074, 4774004072, 413446823, 413446824, 413446825]",apartments,POINT (73.27927533890515 54.99233999323698),7,улица Путилова,5,35270783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27927533890515,54.99233999323698
227,"[413446829, 4006900321, 4006900318, 4006900315, 4006900314, 413446827, 413446828, 413446830, 413446829]",apartments,POINT (73.27731701197236 54.98998664381156),13А,улица Путилова,5,35270784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27731701197236,54.989986643811555
228,"[413446831, 4010527141, 4010527144, 4010527150, 4010527154, 4010527157, 413446832, 413446833, 413446834, 413446831]",apartments,POINT (73.27623054660197 54.99269071139555),13А,улица Лукашевича,5,35270785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27623054660197,54.99269071139555
229,"[608985034, 698620453, 413446837, 413446838, 4774004083, 4774004082, 4774004081, 4774004080, 4774004079, 4774004078, 4774004077, 4774004076, 608985034]",apartments,POINT (73.27804147374097 54.99389185551028),15Г,улица Лукашевича,5,35270786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27804147374097,54.993891855510284
230,"[413446839, 413446840, 413446841, 413446842, 413446839]",apartments,POINT (73.2779369 54.99466844999999),17Б,улица Лукашевича,5,35270787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2779369,54.99466844999999
231,"[413446846, 413446844, 413446845, 413446843, 413446846]",apartments,POINT (73.27742950000001 54.99492215),17А,улица Лукашевича,5,35270788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27742950000001,54.99492215
232,"[413446849, 413446847, 4774004923, 4774004922, 4774004921, 413446850, 413446848, 413446849]",apartments,POINT (73.27617486107599 54.99553716058263),17,улица Лукашевича,9,35270789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27617486107599,54.99553716058263
233,"[413446851, 413446852, 4773132649, 4773132648, 4773132647, 4773132646, 4773132645, 4773132644, 413446853, 413446854, 413446851]",apartments,POINT (73.27660697837241 54.99376888161722),15В,улица Лукашевича,5,35270790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27660697837241,54.99376888161722
234,"[413446855, 4773132657, 4773132656, 4773132655, 4773132654, 4773132653, 4773132652, 4773132651, 4773132650, 413446856, 413446857, 413446858, 413446855]",apartments,POINT (73.27633662485226 54.99457358818486),15Б,улица Лукашевича,5,35270791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27633662485226,54.994573588184856
235,"[413446859, 4773132636, 4773132637, 4773132638, 4773132639, 4773132640, 4773132641, 4773132642, 4773132643, 413446862, 413446860, 413446861, 413446859]",apartments,POINT (73.27508199347503 54.99370156312587),15А,улица Лукашевича,5,35270792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27508199347503,54.993701563125875
236,"[413446863, 413446864, 4773132665, 4773132664, 4773132663, 4773132662, 4773132661, 4773132660, 4773132659, 4773132658, 413446865, 413446866, 413446863]",apartments,POINT (73.27476653333575 54.99459870058448),15,улица Лукашевича,5,35270793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27476653333575,54.99459870058448
237,"[413446867, 413446868, 4006900338, 4006900333, 4006900329, 4006900325, 4006900322, 4006900319, 413446869, 413446870, 413446867]",apartments,POINT (73.27629850933826 54.99037866934395),13,улица Путилова,5,35270794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27629850933826,54.990378669343954
